account_no,name,address,country,services,active,updated,comment
9,Lucas du Gaudin,"boulevard Morin, 37234 Lenoirdan",FR,0,True,2024-01-11 07:25:48, 
3,Margaud Boucher de la Marques,"8, chemin Christine Vasseur, 61328 DelannoyBourg",FR,0,True,2024-01-11 07:25:48, 
4,Alix de la Breton,"41, boulevard Célina Pottier, 68737 Launay",FR,0,True,2024-01-11 07:25:48, 
6,Sophie Breton du Delmas,"86, chemin Marine Buisson, 68531 Duval",FR,0,True,2024-01-11 07:25:48, 
5,Denis Chrétien,"540, rue Martine Masse, 92800 HervéVille",FR,0,True,2024-01-11 07:25:48, 
7,Sophie Mallet,"629, chemin Bertrand, 56424 Boutin",FR,0,True,2024-01-11 07:25:48, 
10,Françoise Vaillant,"3, rue de Bousquet, 33629 Lemaître-sur-Fleury",FR,0,True,2024-01-11 07:25:48, 
8,Capucine Dumont,"953, chemin Gérard Denis, 97448 Bailly",FR,0,True,2024-01-11 07:25:48, 
2,Christine Chauvet-Pasquier,"1, chemin Neveu, 86981 Delorme",FR,0,True,2024-01-11 07:25:48, 
1,Alexandre Ramos,"43, boulevard Patricia Carre, 97358 Sainte Pauline",FR,0,True,2024-01-11 07:25:48, 
